shell0_X0_Y0_Z0_mono0_fix1/shell0_X0_Y0_Z0_mono3_fix1/shell1_X0_Y0_Z1_mono0_fix1//test20tig_AVDZ// DONE 7.57376537453448 6.283227169962361 13.014818882472333 26.871811426969174 18  -0.00057987 -0.00056758 -0.00054114 -0.00070350 -0.00069395 -0.00070373 -0.00069414 -0.00000001 0.00000000 0.00012387 0.00013616 0.00015300
shell0_X0_Y0_Z0_mono0_fix1/shell1_X0_Y0_Z1_mono0_fix1/shell1_X0_Y1_Z0_mono3_fix1//test20tig_AVDZ// DONE 6.283227169962361 7.664413314073836 13.050823247654241 26.998463731690435 18  0.00007934 0.00009148 0.00010547 0.00016379 0.00016118 0.00016381 0.00016117 -0.00000001 -0.00000001 -0.00008446 -0.00007233 -0.00005569
shell0_X0_Y0_Z0_mono0_fix1/shell1_X0_Y1_Z-1_mono3_fix1/shell1_X0_Y1_Z0_mono3_fix1//test20tig_AVDZ// DONE 13.050823247654241 7.664413314073836 6.2832271699623625 26.99846373169044 18  0.00011712 0.00013233 0.00015280 0.00023257 0.00023163 0.00023225 0.00023189 -0.00000001 -0.00000000 -0.00011512 -0.00009992 -0.00007908
shell0_X0_Y0_Z0_mono0_fix1/shell1_X0_Y0_Z-1_mono1_fix1/shell1_X1_Y0_Z-1_mono3_fix1//test20tig_AVDZ// DONE 9.762161009125471 13.01481888696465 4.565751473146237 27.342731369236354 18  -0.00032867 -0.00030068 -0.00026009 -0.00036431 -0.00036194 -0.00036438 -0.00036216 -0.00000001 -0.00000000 0.00003572 0.00006371 0.00010207
shell0_X0_Y0_Z0_mono0_fix1/shell1_X-1_Y0_Z-1_mono1_fix1/shell1_X0_Y0_Z-1_mono3_fix1//test20tig_AVDZ// DONE 9.762161015101716 13.014818882472335 4.565751473146237 27.342731370720287 18  -0.00146452 -0.00144455 -0.00142502 -0.00155969 -0.00156762 -0.00155986 -0.00156769 -0.00000001 -0.00000001 0.00009535 0.00011531 0.00014267
shell0_X0_Y0_Z0_mono0_fix1/shell0_X0_Y0_Z0_mono1_fix1/shell1_X1_Y0_Z-1_mono3_fix1//test20tig_AVDZ// DONE 4.565751472509687 13.01481888696465 9.763617676156576 27.344188035630914 18  0.00160132 0.00157387 0.00154333 0.00167981 0.00168650 0.00167913 0.00168622 -0.00000001 -0.00000001 -0.00007780 -0.00010525 -0.00014288
shell0_X0_Y0_Z0_mono0_fix1/shell1_X0_Y0_Z-1_mono3_fix1/shell1_X-1_Y0_Z0_mono1_fix1//test20tig_AVDZ// DONE 13.014818882472335 4.565751485280802 9.763617676156576 27.34418804390971 18  -0.00011447 -0.00011153 -0.00009831 -0.00007605 -0.00006683 -0.00007633 -0.00006716 -0.00000001 -0.00000001 -0.00003813 -0.00003518 -0.00003115
shell0_X0_Y0_Z0_mono0_fix1/shell0_X0_Y0_Z0_mono1_fix1/shell1_X-1_Y0_Z1_mono3_fix1//test20tig_AVDZ// DONE 4.565751472509687 9.762161009190821 13.050823247654241 27.37873572935475 18  -0.00184933 -0.00183507 -0.00181648 -0.00234138 -0.00234271 -0.00234162 -0.00234257 -0.00000000 -0.00000001 0.00049230 0.00050656 0.00052610
shell0_X0_Y0_Z0_mono0_fix1/shell0_X0_Y0_Z0_mono1_fix1/shell1_X-1_Y1_Z1_mono3_fix1//test20tig_AVDZ// DONE 4.565751472509687 9.762161015036366 13.050823252108795 27.37873573965485 18  0.00045107 0.00046012 0.00047250 0.00057038 0.00057054 0.00057045 0.00057043 -0.00000000 -0.00000000 -0.00011937 -0.00011033 -0.00009792
shell0_X0_Y0_Z0_mono0_fix1/shell1_X0_Y0_Z-1_mono2_fix1/shell1_X0_Y1_Z-1_mono3_fix1//test20tig_AVDZ// DONE 9.763617675955022 13.050823247654241 4.565751473146237 27.380192396755497 18  -0.00053315 -0.00050759 -0.00046695 -0.00053863 -0.00053274 -0.00053854 -0.00053293 -0.00000001 -0.00000001 0.00000541 0.00003096 0.00006598
shell0_X0_Y0_Z0_mono0_fix1/shell1_X0_Y0_Z-1_mono2_fix1/shell1_X1_Y1_Z-1_mono3_fix1//test20tig_AVDZ// DONE 9.763617675955022 13.050823252108799 4.565751484644253 27.380192412708073 18  0.00174085 0.00174740 0.00175703 0.00221045 0.00221115 0.00221046 0.00221111 -0.00000001 -0.00000001 -0.00046960 -0.00046305 -0.00045408
